num,timestamp,acc1,acc2,acc3,gyro1,gyro2,gyro3,orien1,orien2,orien3
42.0,2023-12-07 09:34:54.971245,-9.899999999999999,-16.9,5.199999999999999,38.4,-168.7,-93.3,9.7,35.9,68.5
42.0,2023-12-07 09:34:55.090198,-9.899999999999999,-16.9,5.199999999999999,38.4,-168.7,-93.3,359.1,-98.8,81.3
42.0,2023-12-07 09:34:55.459126,14.899999999999999,-9.500000000000002,-5.3,-7.7,383.8,-15.4,1.3,7.7,70.4
42.0,2023-12-07 09:34:55.966884,-21.3,14.900000000000002,7.3999999999999995,49.2,-172.7,-50.8,260.4,-71.9,-20.2
42.0,2023-12-07 09:34:56.470510,18.6,-11.5,-5.8999999999999995,-46.4,379.7,-37.3,8.4,12.2,65.1
43.0,2023-12-07 09:34:57.965445,7.8999999999999995,23.2,-6.3,23.1,-31.2,-41.5,15.1,35.2,73.0
43.0,2023-12-07 09:34:58.512181,-6.3999999999999995,-32.8,-3.9,121.6,-443.4,36.1,331.7,-40.4,39.6
43.0,2023-12-07 09:34:58.971552,-8.200000000000001,-5.700000000000003,4.8,-131.2,447.4,23.4,323.1,-62.7,47.0
43.0,2023-12-07 09:34:59.487536,12.700000000000001,6.100000000000001,4.7,85.2,-446.0,-153.1,1.8,-18.8,39.5
43.0,2023-12-07 09:34:59.981919,-6.1,12.100000000000001,0.8999999999999995,-74.5,255.0,-19.1,274.2,-63.4,-6.8
44.0,2023-12-07 09:35:01.456467,0.20000000000000018,-22.799999999999997,1.1000000000000005,45.8,-309.9,-53.6,16.4,-3.5,44.8
44.0,2023-12-07 09:35:01.961999,-5.6000000000000005,9.6,-3.1000000000000005,-38.4,162.4,-24.3,245.9,-66.2,-31.1
44.0,2023-12-07 09:35:02.460891,23.1,1.0999999999999996,2.5,164.2,28.2,-1.0,24.1,21.3,58.1
44.0,2023-12-07 09:35:02.969862,-27.6,-0.40000000000000036,1.5999999999999996,24.1,-145.6,-3.8,24.1,21.3,58.1
44.0,2023-12-07 09:35:03.090533,-27.6,-0.40000000000000036,1.5999999999999996,24.1,-145.6,-3.8,232.1,-59.4,-38.5
45.0,2023-12-07 09:35:04.958065,9.0,-4.6000000000000005,4.0,-173.6,-104.2,90.6,48.6,-5.4,-29.1
45.0,2023-12-07 09:35:05.478253,-16.9,8.8,-5.999999999999999,90.0,-19.2,-296.8,322.6,39.1,-18.3
45.0,2023-12-07 09:35:06.016649,7.1,-9.2,3.8,-205.2,149.6,29.3,21.1,-17.4,2.3
45.0,2023-12-07 09:35:06.524604,7.8,6.5,-13.1,-70.9,-144.8,-7.3,53.4,37.5,-83.3
46.0,2023-12-07 09:35:08.973539,-0.7999999999999998,0.0,0.0,3.9,9.5,-5.9,3.9,50.0,20.6
46.0,2023-12-07 09:35:09.482100,4.1,-3.4,3.799999999999999,-167.1,77.0,74.0,29.7,51.2,0.9
46.0,2023-12-07 09:35:09.967766,-10.799999999999999,-8.4,-19.0,101.6,-363.7,147.8,46.7,145.4,-55.2
46.0,2023-12-07 09:35:10.462877,-0.7000000000000011,3.8,5.300000000000001,-107.9,119.1,-199.3,120.1,162.4,-42.0
46.0,2023-12-07 09:35:10.983562,16.5,8.6,2.0,-128.2,15.9,-53.7,245.2,113.9,62.6
46.0,2023-12-07 09:35:11.474847,-4.8999999999999995,0.0,2.7,46.5,27.2,-26.9,354.8,82.2,-73.2
47.0,2023-12-07 09:35:14.483055,-20.2,-6.9,6.5,-121.2,-233.9,-325.5,174.3,-160.3,-41.0
47.0,2023-12-07 09:35:14.975299,23.8,5.700000000000001,-7.8,-263.5,-107.2,234.1,89.4,165.6,-25.8
47.0,2023-12-07 09:35:15.487199,-19.7,-3.0,3.3999999999999995,-75.3,228.8,-183.4,222.9,-179.8,-37.6
47.0,2023-12-07 09:35:16.025293,11.399999999999999,-6.000000000000002,-10.900000000000002,-114.1,-319.2,4.8,89.3,-170.0,-50.4
47.0,2023-12-07 09:35:16.553987,-5.3999999999999995,8.600000000000001,13.900000000000002,-94.9,357.5,-93.2,204.5,154.9,-37.8
48.0,2023-12-07 09:35:19.018698,-3.3000000000000007,-0.40000000000000036,-2.0,-161.7,-26.7,-63.8,190.1,-151.4,-77.6
48.0,2023-12-07 09:35:19.507174,13.9,-3.0,3.0,-458.7,418.7,218.0,198.6,123.2,-86.3
48.0,2023-12-07 09:35:19.983465,-26.6,-8.6,-5.699999999999999,-135.7,-212.0,-247.2,172.3,-139.7,-44.1
48.0,2023-12-07 09:35:20.474730,28.3,19.0,-3.8000000000000007,-217.5,8.5,-47.9,22.1,124.5,-17.1
49.0,2023-12-07 09:35:22.481546,0.0,-12.0,9.299999999999999,135.8,357.6,197.9,52.1,-9.6,46.4
49.0,2023-12-07 09:35:22.976120,10.6,0.5999999999999996,-28.299999999999997,108.2,-486.8,140.1,74.7,159.6,-43.9
49.0,2023-12-07 09:35:23.474856,-7.5,5.200000000000001,16.8,-172.6,409.7,94.1,196.1,137.7,-74.5
50.0,2023-12-07 09:35:25.492145,4.3,-10.100000000000001,15.3,-24.9,133.2,171.3,41.3,-25.9,19.5
50.0,2023-12-07 09:35:25.983172,-4.2,5.7,-22.4,-219.0,-332.7,162.3,89.9,147.5,-72.9
50.0,2023-12-07 09:35:26.477835,-0.29999999999999893,0.40000000000000036,20.1,-125.0,151.2,-50.6,17.9,-10.9,41.7
50.0,2023-12-07 09:35:26.996652,6.499999999999999,8.4,-21.2,-104.1,-88.0,232.0,69.6,114.9,-47.2
51.0,2023-12-07 09:35:29.474615,-0.40000000000000036,-6.3,0.0,-41.0,201.9,-56.3,344.7,-23.8,0.6
51.0,2023-12-07 09:35:29.977754,2.3000000000000003,1.0999999999999996,-10.3,-96.9,34.5,422.4,47.4,74.9,2.1
51.0,2023-12-07 09:35:30.469226,-15.999999999999998,-11.799999999999999,-5.9,-104.6,-248.8,-439.9,122.1,-155.0,-65.7
51.0,2023-12-07 09:35:30.963329,19.2,18.9,7.3,-197.4,195.7,244.9,133.5,107.0,-70.8
52.0,2023-12-07 09:35:33.474056,-4.799999999999999,-4.0,2.7,-30.1,127.5,94.2,148.8,-167.9,-56.7
52.0,2023-12-07 09:35:33.964947,8.899999999999999,-2.4000000000000004,-11.5,-14.4,-88.5,-165.6,32.4,173.0,-71.2
52.0,2023-12-07 09:35:34.460063,-7.3,1.7999999999999998,12.9,76.3,46.7,251.1,161.8,-174.5,-65.3
52.0,2023-12-07 09:35:35.040274,7.0,-4.799999999999999,-11.0,0.0,-85.1,-281.5,25.4,177.6,-66.2
53.0,2023-12-07 09:35:36.472958,-0.10000000000000142,-0.6000000000000001,0.5,-174.3,-21.2,-76.6,358.9,-20.8,72.7
53.0,2023-12-07 09:35:36.968442,6.000000000000001,-2.4,1.4,-61.7,53.4,348.1,1.4,47.0,38.9
53.0,2023-12-07 09:35:37.483318,-13.899999999999999,0.9000000000000004,-0.10000000000000009,-115.7,16.5,-289.5,313.1,-6.0,73.5
53.0,2023-12-07 09:35:37.983934,15.1,0.7999999999999998,-1.9,-142.7,74.8,352.8,17.7,62.8,32.4
54.0,2023-12-07 09:35:39.723155,7.600000000000001,0.7999999999999998,4.7,-59.1,9.3,-0.8,151.6,-160.7,-76.7
54.0,2023-12-07 09:35:39.989893,-0.9000000000000004,0.8000000000000003,-0.7000000000000002,-103.9,29.4,-50.8,342.2,-17.5,88.7
54.0,2023-12-07 09:35:40.488589,3.8000000000000007,-1.4,12.8,-93.3,211.8,253.5,27.4,35.0,53.8
54.0,2023-12-07 09:35:40.964735,-15.200000000000001,-10.600000000000001,-20.9,17.6,-340.4,-42.9,27.4,35.0,53.8
54.0,2023-12-07 09:35:41.087715,-15.200000000000001,-10.600000000000001,-20.9,17.6,-340.4,-42.9,74.6,174.7,-69.3
54.0,2023-12-07 09:35:41.488423,10.3,7.2,10.100000000000001,-169.2,296.0,-65.1,191.2,155.7,-65.3
54.0,2023-12-07 09:35:41.977831,-1.0999999999999996,-3.499999999999999,-13.4,-321.5,-287.4,159.4,75.8,168.1,-44.1
54.0,2023-12-07 09:35:42.477895,11.5,15.899999999999999,21.6,-72.0,24.8,33.2,330.4,38.9,9.9
55.0,2023-12-07 09:35:50.487738,-2.1999999999999997,-2.0,4.800000000000001,-31.5,45.0,-51.9,311.0,1.5,-3.4
55.0,2023-12-07 09:35:50.990262,10.200000000000001,-0.6,-8.4,-10.1,-107.6,246.4,307.4,49.0,15.8
55.0,2023-12-07 09:35:51.500501,-8.9,-13.299999999999999,21.5,-131.6,214.5,35.0,230.0,-8.2,-21.3
55.0,2023-12-07 09:35:51.977787,10.799999999999999,10.399999999999999,-14.1,28.0,-140.0,177.0,326.0,18.4,-6.4
56.0,2023-12-07 09:35:54.098441,0.0,-0.19999999999999996,-0.1999999999999993,-1.9,-4.9,-2.6,259.0,10.8,-23.5
56.0,2023-12-07 09:35:54.478063,4.2,-1.5999999999999999,-5.2,41.7,-202.0,15.6,245.0,13.2,-13.3
56.0,2023-12-07 09:35:54.981398,-3.7,-11.9,9.2,-145.8,256.3,15.6,184.2,-25.6,-41.3
56.0,2023-12-07 09:35:55.470652,3.2,8.600000000000001,-14.700000000000001,84.5,-341.3,200.3,250.3,35.0,23.1
56.0,2023-12-07 09:35:55.980147,0.5999999999999996,-0.09999999999999964,15.3,-17.8,255.2,261.2,224.2,0.7,-8.4
56.0,2023-12-07 09:35:56.474614,-7.8,9.399999999999999,-6.3,-23.0,11.1,47.3,268.2,40.2,-1.1
57.0,2023-12-07 09:35:57.480681,-0.20000000000000007,0.0,-0.20000000000000018,-0.4,11.0,-6.8,277.1,47.5,-6.5
57.0,2023-12-07 09:35:57.968883,-7.5,-23.3,6.0,-67.8,-356.9,-80.7,172.0,1.0,14.1
57.0,2023-12-07 09:35:58.472921,21.2,20.1,2.9000000000000004,46.8,-305.8,66.6,243.8,14.2,18.4
57.0,2023-12-07 09:35:58.976174,-0.5999999999999996,-8.1,21.0,-92.4,240.9,-217.1,248.8,-9.2,18.5
57.0,2023-12-07 09:35:59.469277,-14.8,-10.799999999999999,-29.4,55.8,542.0,-228.2,168.0,22.7,23.0
57.0,2023-12-07 09:35:59.959828,-10.5,-2.1999999999999993,7.0,59.7,152.8,-20.7,116.7,12.6,36.9
57.0,2023-12-07 09:36:00.471159,19.9,-20.6,-9.8,-292.9,-829.4,637.5,193.9,30.1,37.4
58.0,2023-12-07 09:36:01.466220,-6.5,1.9999999999999998,-10.5,-46.7,-78.9,-17.0,208.6,17.9,-2.3
58.0,2023-12-07 09:36:01.963788,14.0,-0.2999999999999998,-41.400000000000006,54.5,4.4,5.4,198.3,142.3,58.6
58.0,2023-12-07 09:36:02.465273,12.899999999999999,-10.5,39.5,471.8,72.0,515.0,238.6,85.3,-56.5
58.0,2023-12-07 09:36:02.977012,-17.099999999999998,7.9,21.5,219.7,26.7,65.6,166.6,62.1,-24.2
58.0,2023-12-07 09:36:03.508521,6.699999999999999,-3.6,-27.2,-392.8,151.4,-386.3,159.6,107.5,23.2
58.0,2023-12-07 09:36:03.994095,3.5,3.4000000000000004,-28.0,-312.6,179.5,-244.9,223.1,138.1,23.8
58.0,2023-12-07 09:36:04.471460,-24.0,-13.7,2.5,181.5,-133.7,-182.5,236.0,146.5,34.2
59.0,2023-12-07 09:36:06.052319,-3.0999999999999996,-5.4,2.6000000000000014,-21.8,79.0,3.2,249.4,9.1,-20.2
59.0,2023-12-07 09:36:06.491848,23.3,0.0,-5.500000000000001,-154.4,-507.2,-113.0,307.1,24.7,-20.9
59.0,2023-12-07 09:36:06.998527,1.1999999999999993,0.19999999999999973,-42.8,282.6,83.8,263.6,199.1,149.0,47.0
59.0,2023-12-07 09:36:07.517879,-14.6,-23.400000000000002,61.6,445.4,245.0,506.7,155.7,65.0,19.0
59.0,2023-12-07 09:36:07.996804,-14.0,4.800000000000001,6.899999999999999,-318.2,-154.1,-307.1,205.1,41.5,-4.6
59.0,2023-12-07 09:36:08.474778,25.4,-5.099999999999998,-26.1,-237.7,-592.6,-566.3,279.5,51.8,-20.7
60.0,2023-12-07 09:36:09.488879,-2.8000000000000007,-13.3,10.0,-201.5,-577.7,12.3,329.8,20.9,-6.2
60.0,2023-12-07 09:36:09.986343,8.8,-4.1,-1.4000000000000004,221.4,116.4,742.9,329.8,20.9,-6.2
60.0,2023-12-07 09:36:10.111562,8.8,-4.1,-1.4000000000000004,221.4,116.4,742.9,192.9,114.0,78.2
60.0,2023-12-07 09:36:10.509826,-32.1,0.5,18.700000000000003,-213.7,-254.6,-367.0,220.7,5.9,13.8
60.0,2023-12-07 09:36:10.979913,15.3,12.0,-55.8,72.4,-23.7,2.8,273.1,134.7,34.1
60.0,2023-12-07 09:36:11.469486,-16.0,-15.200000000000001,44.6,-151.8,-92.0,178.3,219.8,-14.2,3.4
60.0,2023-12-07 09:36:11.974594,3.8000000000000003,15.200000000000001,-4.500000000000002,-55.4,-3.3,-3.2,325.7,-1.3,11.7
60.0,2023-12-07 09:36:12.479979,1.4,2.4000000000000004,-4.5,-33.5,-181.0,-100.3,320.0,30.1,-7.6
60.0,2023-12-07 09:36:12.975315,0.2,1.8,-0.29999999999999893,4.1,22.9,6.4,309.7,17.7,2.2
61.0,2023-12-07 09:36:13.974584,-0.39999999999999997,-0.6000000000000001,0.10000000000000142,-4.3,26.3,1.1,319.9,18.3,1.1
61.0,2023-12-07 09:36:14.465393,1.5,0.7000000000000002,-0.10000000000000142,1.3,12.3,1.0,337.0,18.5,-3.0
61.0,2023-12-07 09:36:14.957789,-0.20000000000000007,-0.10000000000000009,0.10000000000000142,0.1,0.4,3.0,338.9,19.4,-4.2
61.0,2023-12-07 09:36:15.449906,0.7,-0.19999999999999973,0.7999999999999989,16.2,-21.7,-22.6,336.1,14.1,-3.6
61.0,2023-12-07 09:36:16.059506,-1.5,-2.1,-0.40000000000000036,4.5,-9.5,-8.6,321.9,8.8,-1.7
61.0,2023-12-07 09:36:16.454710,0.1,0.0,-0.29999999999999893,-7.0,-4.8,-7.1,321.5,8.7,-1.1
61.0,2023-12-07 09:36:16.956463,0.5,0.3999999999999999,0.40000000000000036,1.3,2.2,1.3,323.7,8.1,-1.8
62.0,2023-12-07 09:36:17.973501,0.2,0.19999999999999996,0.10000000000000142,0.4,-0.6,1.0,325.7,8.3,-1.7
62.0,2023-12-07 09:36:18.456212,2.1,3.3,-1.5,-41.2,22.9,79.1,332.9,31.8,-20.9
62.0,2023-12-07 09:36:18.959517,3.3,-1.6999999999999997,-19.0,-260.3,-180.7,-3.8,279.5,136.5,18.6
62.0,2023-12-07 09:36:19.460625,-10.6,-3.1,23.299999999999997,-275.2,-130.5,621.2,296.7,37.3,10.3
62.0,2023-12-07 09:36:19.968261,3.5,-10.2,3.4000000000000004,-195.6,202.2,-445.5,256.5,-3.0,24.0
62.0,2023-12-07 09:36:20.470251,2.8,4.999999999999999,-26.6,-438.3,-134.8,-403.1,306.6,177.7,-43.2
62.0,2023-12-07 09:36:20.998067,5.6,1.9000000000000004,-17.299999999999997,-82.8,350.8,545.8,301.5,159.5,31.8
63.0,2023-12-07 09:36:22.452600,7.9,1.4000000000000004,-5.1000000000000005,-66.6,20.1,46.8,338.9,32.8,-17.5
63.0,2023-12-07 09:36:22.577859,7.9,1.4000000000000004,-5.1000000000000005,-103.3,-57.1,566.9,219.2,133.8,74.3
63.0,2023-12-07 09:36:23.054068,-8.6,-3.9000000000000004,13.8,-82.8,252.3,45.4,280.6,34.8,23.9
63.0,2023-12-07 09:36:23.443837,-3.8,-0.09999999999999964,13.5,-29.5,141.8,379.5,280.6,34.8,23.9
63.0,2023-12-07 09:36:23.566746,-3.8,-0.09999999999999964,13.5,-29.5,141.8,379.5,265.8,52.8,59.3
63.0,2023-12-07 09:36:23.958553,1.6,-1.7000000000000002,-51.6,-307.7,17.1,-475.9,320.4,155.2,-38.9
63.0,2023-12-07 09:36:24.447576,-5.8,-3.6,22.8,-307.7,17.1,-475.9,320.4,155.2,-38.9
63.0,2023-12-07 09:36:24.565452,-5.8,-3.6,22.8,-25.8,-77.8,745.2,194.6,53.0,66.6
63.0,2023-12-07 09:36:25.031540,-0.2999999999999998,0.30000000000000027,6.2,-64.8,82.3,-237.5,264.4,10.1,33.5
66.0,2023-12-07 09:36:28.041027,-6.3,-3.8000000000000003,-6.8,-347.2,209.2,-175.1,78.4,16.3,28.5
66.0,2023-12-07 09:36:28.509963,2.8,5.8,-7.8999999999999995,79.2,12.8,171.8,81.2,36.6,30.0
66.0,2023-12-07 09:36:28.964711,-0.30000000000000004,0.8000000000000007,-2.8000000000000007,-57.5,-38.6,-130.6,65.8,49.9,43.2
66.0,2023-12-07 09:36:29.577187,2.0,-8.4,5.800000000000001,-62.4,-17.7,-477.5,76.2,41.6,38.3
66.0,2023-12-07 09:36:29.961179,-0.4,-2.5,10.4,-172.0,-125.5,-728.4,95.4,17.9,25.5
67.0,2023-12-07 09:36:31.452754,0.0,-0.9000000000000004,1.5999999999999996,-11.8,-4.0,-16.6,84.3,31.6,28.8
67.0,2023-12-07 09:36:31.981895,5.699999999999999,-5.2,4.300000000000001,-160.9,-19.2,-47.0,95.2,1.5,-10.4
67.0,2023-12-07 09:36:32.465427,5.0,-1.9000000000000001,-23.8,-258.5,-377.8,-14.8,98.1,148.5,38.6
67.0,2023-12-07 09:36:32.959091,-2.1999999999999993,-6.800000000000001,20.2,-5.4,129.7,762.1,135.9,30.4,-57.1
67.0,2023-12-07 09:36:33.465898,-5.4,4.7,7.8,-178.4,-17.2,322.4,103.7,6.3,-18.4
67.0,2023-12-07 09:36:33.958056,-0.30000000000000004,7.9,-6.4,-211.4,-93.8,-770.0,72.9,72.9,62.9
67.0,2023-12-07 09:36:34.479471,7.0,-6.7,-28.5,-343.9,-245.5,102.1,134.7,168.7,41.4
68.0,2023-12-07 09:36:47.988472,-1.3,2.7,4.1000000000000005,-74.4,-76.4,41.3,263.6,34.2,15.3
68.0,2023-12-07 09:36:48.476956,4.0,2.0,-2.4000000000000004,15.3,137.2,110.2,301.0,60.9,-16.8
68.0,2023-12-07 09:36:49.012453,15.799999999999999,-1.1000000000000005,-4.9,-26.6,-63.5,-25.6,53.0,14.8,-71.7
68.0,2023-12-07 09:36:49.535422,-23.9,-5.6,4.199999999999999,-129.8,-185.7,-99.7,236.1,27.8,50.8
68.0,2023-12-07 09:36:49.948641,6.4,4.1,0.6000000000000005,76.4,262.3,118.9,254.3,46.1,34.2
68.0,2023-12-07 09:36:50.469350,6.6,-0.10000000000000009,-14.100000000000001,56.7,-5.4,63.6,277.4,151.3,38.1
68.0,2023-12-07 09:36:50.968055,-1.3999999999999995,3.0,5.6,-25.9,15.4,-60.6,260.2,144.6,51.3
68.0,2023-12-07 09:36:51.474098,7.1,-5.0,-2.8000000000000003,61.4,-2.3,0.0,271.4,164.5,81.0
69.0,2023-12-07 09:36:52.533297,-0.5,0.30000000000000027,1.2,1.8,2.3,-4.8,265.1,169.1,88.5
69.0,2023-12-07 09:36:53.005481,0.0,-0.40000000000000013,0.3,5.1,3.2,0.5,264.8,170.4,89.6
69.0,2023-12-07 09:36:53.492435,0.5,-0.10000000000000009,-0.1,1.2,-0.8,2.0,83.8,8.5,-88.4
69.0,2023-12-07 09:36:53.998807,-0.29999999999999893,-0.19999999999999996,0.5,5.9,2.6,-2.6,83.6,8.0,-86.7
69.0,2023-12-07 09:36:54.459343,-0.09999999999999964,-0.19999999999999996,0.4,2.9,4.5,0.2,83.6,8.0,-86.7
69.0,2023-12-07 09:36:54.585767,-0.09999999999999964,-0.19999999999999996,0.4,2.9,4.5,0.2,83.1,6.9,-85.0
69.0,2023-12-07 09:36:54.978752,0.1999999999999993,-0.10000000000000009,-0.10000000000000009,0.7,1.6,-0.9,83.2,6.2,-84.2
69.0,2023-12-07 09:36:55.490877,0.0,0.10000000000000009,0.20000000000000007,2.3,0.5,-0.1,83.3,5.7,-83.7
69.0,2023-12-07 09:36:55.997687,0.0,-0.10000000000000009,-0.09999999999999998,0.7,-1.5,-1.0,83.2,6.2,-83.4
70.0,2023-12-07 09:36:57.551061,-12.7,-15.1,17.1,-101.9,124.1,-163.8,269.5,-23.0,-26.7
70.0,2023-12-07 09:36:57.969798,3.3000000000000003,6.1,-9.8,-16.1,-3.5,40.7,327.9,-42.3,-28.4
70.0,2023-12-07 09:36:58.472168,0.10000000000000009,-0.7000000000000002,0.7999999999999998,0.3,-7.0,19.9,342.1,-45.9,-28.0
70.0,2023-12-07 09:36:58.960942,-0.20000000000000018,0.20000000000000018,0.7000000000000002,-2.4,0.9,0.7,342.1,-44.7,-29.2
70.0,2023-12-07 09:36:59.466605,0.20000000000000018,0.1999999999999993,-0.10000000000000053,-5.7,2.7,0.8,342.2,-44.4,-31.0
70.0,2023-12-07 09:36:59.972912,1.5,0.10000000000000053,-0.2999999999999998,-47.9,24.8,9.5,349.5,-45.3,-43.9
71.0,2023-12-07 09:37:00.984722,1.0999999999999996,0.7000000000000002,-0.7000000000000002,-36.2,-5.8,15.1,3.4,-40.7,-51.6
71.0,2023-12-07 09:37:01.505517,1.7000000000000002,1.7000000000000002,1.5999999999999996,-1.5,-18.9,-8.4,15.5,-37.3,-50.5
71.0,2023-12-07 09:37:02.029020,-2.8999999999999995,-2.4000000000000004,-0.5999999999999996,-0.6,15.6,23.8,6.4,-40.0,-49.4
71.0,2023-12-07 09:37:02.529232,0.8999999999999995,0.40000000000000036,-0.10000000000000053,-15.3,7.8,6.3,20.8,-44.8,-47.2
71.0,2023-12-07 09:37:03.050445,0.20000000000000018,0.5,-0.39999999999999947,21.7,-20.6,-2.1,24.1,-39.9,-47.6
71.0,2023-12-07 09:37:03.450834,-0.20000000000000018,-0.09999999999999964,0.5,-12.3,12.5,14.3,24.1,-39.9,-47.6
71.0,2023-12-07 09:37:03.577941,-0.20000000000000018,-0.09999999999999964,0.5,-12.3,12.5,14.3,32.1,-37.6,-45.4
72.0,2023-12-07 09:37:05.489059,-0.5999999999999996,-0.8999999999999995,-1.1000000000000005,2.2,15.7,-8.5,57.4,-46.4,-40.4
72.0,2023-12-07 09:37:05.969780,0.0,0.09999999999999964,-2.0999999999999996,-39.0,-10.2,-22.0,59.2,-46.6,-47.3
72.0,2023-12-07 09:37:06.467866,0.20000000000000018,0.5999999999999996,3.0,8.5,-17.7,-2.0,57.6,-44.6,-46.2
72.0,2023-12-07 09:37:06.977670,-0.20000000000000018,-0.39999999999999947,-0.09999999999999964,40.9,-31.6,-11.2,47.2,-46.0,-44.7
72.0,2023-12-07 09:37:07.493462,0.5999999999999996,0.2999999999999998,-0.5,26.0,-33.2,-4.1,22.3,-42.8,-47.1
72.0,2023-12-07 09:37:07.998072,0.9000000000000004,0.09999999999999964,-0.3000000000000007,33.2,-34.9,-14.9,359.5,-42.4,-51.6
72.0,2023-12-07 09:37:08.499748,-0.7000000000000002,0.3000000000000007,0.40000000000000036,39.6,-36.5,-18.1,331.7,-37.5,-51.0
73.0,2023-12-07 09:37:09.502563,-0.40000000000000036,-0.20000000000000018,-0.2999999999999998,-13.8,9.0,12.4,317.0,-36.8,-51.5
73.0,2023-12-07 09:37:10.031109,0.20000000000000018,0.0,0.0,-27.9,15.9,24.3,332.3,-37.6,-54.1
73.0,2023-12-07 09:37:10.549185,-0.10000000000000053,-0.7000000000000002,-0.09999999999999964,-31.0,14.9,38.1,357.2,-39.3,-55.8
73.0,2023-12-07 09:37:10.970260,1.3000000000000007,1.5,-1.2000000000000002,-49.9,23.7,34.6,25.6,-37.4,-59.7
73.0,2023-12-07 09:37:11.478333,1.1999999999999993,0.20000000000000018,2.0,13.8,-39.8,52.8,34.3,-28.4,-62.7
73.0,2023-12-07 09:37:11.993218,-6.699999999999999,4.0,2.6999999999999993,109.2,96.8,102.1,68.0,8.6,-26.7
74.0,2023-12-07 09:37:14.028428,1.1,0.8000000000000003,-0.40000000000000036,-27.3,30.1,107.7,38.2,-0.6,-30.9
74.0,2023-12-07 09:37:14.528239,5.499999999999999,2.5,-12.2,-29.0,-75.6,350.4,314.6,146.4,77.7
74.0,2023-12-07 09:37:15.055911,-4.8999999999999995,-14.6,21.8,-93.8,-211.8,-13.2,352.2,-25.8,-8.3
74.0,2023-12-07 09:37:15.455582,7.000000000000001,17.9,-30.7,-133.7,-31.6,-215.3,329.9,120.5,63.0
74.0,2023-12-07 09:37:15.966453,-7.300000000000001,-6.300000000000001,25.2,94.5,199.5,88.8,2.2,17.9,-24.1
75.0,2023-12-07 09:37:17.481013,-4.3,-7.800000000000001,3.9000000000000004,55.8,117.8,-4.0,37.9,1.4,-4.7
75.0,2023-12-07 09:37:17.972960,11.0,3.2,-1.5999999999999996,-42.5,-305.9,38.4,74.0,26.5,-18.1
75.0,2023-12-07 09:37:18.463041,3.5999999999999996,1.9,-12.100000000000001,13.4,-69.9,205.5,83.7,21.2,-7.9
75.0,2023-12-07 09:37:18.962563,-22.0,-16.5,15.8,-57.8,173.5,30.5,3.2,-18.0,-10.6
75.0,2023-12-07 09:37:19.458787,4.4,8.8,-7.6,-217.5,-124.9,-0.1,23.2,21.3,24.1
75.0,2023-12-07 09:37:19.959472,16.5,2.5,-11.600000000000001,-87.1,-45.8,-194.0,130.0,22.1,-82.9
76.0,2023-12-07 09:37:21.977704,-0.3999999999999999,-3.5,8.0,-58.4,95.1,325.3,22.4,4.6,-36.4
76.0,2023-12-07 09:37:22.478457,7.500000000000001,4.6,-12.5,96.6,-339.2,-367.3,73.3,36.2,-39.2
76.0,2023-12-07 09:37:22.974054,3.5,1.5000000000000002,-8.0,-200.9,187.6,405.9,127.5,40.8,-89.8
76.0,2023-12-07 09:37:23.465186,-6.800000000000001,2.8,12.2,104.4,184.4,310.1,37.8,57.9,-26.9
76.0,2023-12-07 09:37:23.973660,-14.5,-12.4,9.499999999999998,-63.5,238.4,-43.4,345.4,32.4,15.2
77.0,2023-12-07 09:37:25.545001,0.40000000000000013,-1.5000000000000002,-0.9000000000000004,-22.6,127.4,249.3,53.7,5.9,-11.4
77.0,2023-12-07 09:37:25.946447,-7.199999999999999,-7.3,3.299999999999999,-22.6,127.4,249.3,53.7,5.9,-11.4
77.0,2023-12-07 09:37:26.065336,-7.199999999999999,-7.3,3.299999999999999,-95.3,34.5,76.7,36.2,-19.1,-5.6
77.0,2023-12-07 09:37:26.451236,3.0999999999999996,-5.5,-11.1,-217.1,-365.8,22.3,254.9,19.7,44.8
77.0,2023-12-07 09:37:26.959537,3.3,15.9,-12.0,-237.6,-206.1,51.6,252.8,58.7,81.7
77.0,2023-12-07 09:37:27.464771,13.799999999999999,-9.1,8.3,417.3,370.1,-46.0,252.8,58.7,81.7
77.0,2023-12-07 09:37:27.582327,13.799999999999999,-9.1,8.3,417.3,370.1,-46.0,23.1,40.0,-50.0
78.0,2023-12-07 09:37:28.965915,-1.6,-2.5,-3.5999999999999996,120.7,155.1,162.7,291.9,48.9,-9.1
78.0,2023-12-07 09:37:29.464653,3.7,-12.0,13.1,-71.5,-171.5,253.5,354.4,-35.1,22.2
78.0,2023-12-07 09:37:29.976301,-5.7,4.0,8.0,88.9,199.6,182.1,263.2,18.6,-0.8
78.0,2023-12-07 09:37:30.473617,21.9,9.1,-18.3,19.4,17.6,-235.5,27.6,21.0,-63.0
78.0,2023-12-07 09:37:30.982944,-11.599999999999998,-19.3,5.5,81.2,549.4,117.7,312.4,18.0,-11.3
79.0,2023-12-07 09:37:31.962092,7.1,-0.6000000000000001,-11.1,-34.1,0.2,49.6,52.5,3.1,-72.9
79.0,2023-12-07 09:37:32.458529,-17.8,-10.8,17.799999999999997,-34.3,462.3,-209.6,317.3,51.4,-48.7
79.0,2023-12-07 09:37:32.981497,6.2,1.1999999999999993,-14.2,-132.0,-510.0,31.5,358.6,50.7,2.6
